A0W1EAR7,San Vicente,Costa Rica
XZR0AL3C,Simpang,Indonesia
VCZVLAUO,Milwaukee,United States
FOIQO8QC,Kolyshley,Russia
5FRNMF9W,Qiwen,China
BT89XBAS,Lyaskovets,Bulgaria
K5273LAU,Xiangfu,China
7TP6V53M,Ayapel,Colombia
PLFUW2HH,Baykonyr,Kazakhstan
RCF8UVLZ,Poste de Flacq,Mauritius
VKSMEZP4,Krasnoye,Russia
LCYSL6CO,Tarusa,Russia
NDQQLKLX,Gaplokan,Indonesia
FSYPURME,Wanglu Kulon,Indonesia
4K0K3BDQ,Hamilton,Bermuda
1V4HO3YG,Villa Yapacaní,Bolivia
TOK65ZT9,Douane,Tunisia
S291MRP2,Lyamino,Russia
G2LHBEWQ,Bang Racham,Thailand
0L8C9Y6D,Lagnieu,France
M1PU6GET,Karangarjo,Indonesia
FBVKXPPT,Jingu,China
9U0YX5L3,Andir,Indonesia
7VGOPV7U,Turmi,Ethiopia
FNZCX0H6,Round Rock,United States
521CWTB9,Rulenge,Tanzania
6NNRO4AO,Sawahrandu,Indonesia
WZ98M2N6,Xiangang,China
I05BUALR,Rakai,Uganda
51QP09K7,Lumbang,Philippines
R51H5S87,Konary,Poland
UYJUHBIV,Shuanglu,China
O6CEOFOD,Bayt al ‘Awābī,Oman
NAJ7NSDQ,Lysekil,Sweden
44MS1DS2,Constantia,South Africa
V9VRKJQT,Río Grande,Argentina
H73FEOZX,Manay,Philippines
L2S41Z53,Jiedu,China
FCEKEXR6,Usevia,Tanzania
UVCVP2ZJ,Jocotán,Guatemala
K2X6KY2L,Xinjiezi,China
ZY4EJG1A,Tebanah,Indonesia
DBMQSUF1,Kochani,Macedonia
VXRSQEHD,Benevides,Brazil
E1406SH2,Long Hồ,Vietnam
JNIP9LIJ,Amieira do Tejo,Portugal
023R9FTA,Thatta,Pakistan
PCGPEZ9J,Yuty,Paraguay
OLMZWAP9,Shenzhong,China
0AVJWKG8,Kafue,Zambia
HHC1Y2AC,Jianli,China
WX2RARH7,Las Breñas,Argentina
QFY8FDL4,Yelizavetinskaya,Russia
I11PKT8H,Laranganglintong,Indonesia
Y7D2L2BT,Woodford Hill,Dominica
NVK90VO7,Karang Daye,Indonesia
R968XP3Z,Santa Cruz del Quiché,Guatemala
L8T0IAOM,Tingloy,Philippines
UEM4NO7I,Fuyong,China
VHSV63KO,Gushi,China
2A4A027E,Nofoali‘i,Samoa
OS648NCF,Disina,Nigeria
D7J16V83,Mieszkowice,Poland
J3SFB6A2,Butha-Buthe,Lesotho
ZCELKO6Z,Figueiredo,Portugal
LRAUNPYP,Wanzhai,China
IDGCYRRY,Vila Nova,Portugal
6F2NNUPN,Bukama,Democratic Republic of the Congo
P7H28OXY,Carregueira,Portugal
R1MAXNGY,Färjestaden,Sweden
RMWTOCDU,Açucena,Brazil
RM3NVKWT,Selenicë,Albania
VOACIZBF,Zaytā,Palestinian Territory
DNSAY3QT,Sakai-nakajima,Japan
04ZS69QT,Riyadh,Saudi Arabia
XRMVGW4G,Severoural’sk,Russia
A22M9DOT,Itambacuri,Brazil
UHJJTZEW,Liuli,Tanzania
3RXXV4VP,Gotputuk,Indonesia
NDRTNYQZ,Indianapolis,United States
DD80J5Y0,Cimitarra,Colombia
L1N1OWWF,Bambous Virieux,Mauritius
YKFSVPOY,Ōmiya,Japan
PEERRCKT,Guacamaya,Honduras
3CYVW0KZ,Dumandesa,Indonesia
Z05P2MOI,Nyköping,Sweden
4KD4GPLM,Murmashi,Russia
AO0458CK,Criuleni,Moldova
PLGZSL6B,Pingle,China
54JIHW77,Itarana,Brazil
7DKXNHG1,Xinan,China
WKVPLAYT,Zaki Biam,Nigeria
NIKCQC0P,Montpellier,France
H1CKEWOH,Shiban,China
AB5DOKND,Guadalupe Victoria,Mexico
I9UCDEKH,Mörrum,Sweden
63T6RF9Z,Kuteynykove,Ukraine
I3T2PVFK,Arvidsjaur,Sweden
1E44R3B3,Cergy-Pontoise,France
7UVYUD0H,Wanshan,China
9DOD82FX,Pampierstad,South Africa
3R9C1D1I,Tanashichō,Japan
X87PJN2Z,Balaogan,Philippines
IH1K8HM1,Shklo,Ukraine
50FM5KGJ,Riosucio,Colombia
5EYFZWZW,Железный порт,Ukraine
JASSUSRZ,Tangshan,China
XE2JMH77,Sa Kaeo,Thailand
3VJYPN19,Jun’an,China
7NLKKRRM,Kuressaare,Estonia
IEB64YSN,Pontinha,Portugal
YGTL884T,Tagkawayan Sabang,Philippines
8B65C0SU,Flagstaff,South Africa
HB5GGGS5,Saltsjö-Boo,Sweden
C56LJZF1,Waikambila,Indonesia
8NJYOC60,La Quiaca,Argentina
WITXAQ5S,San Carlos,Argentina
L4KYOWZV,Cachoeirinha,Brazil
T7GQBRVX,Clarence-Rockland,Canada
1EYU8JWQ,Jansenville,South Africa
TO5CNFL3,Syracuse,United States
ZTGTK99T,Qulai,China
O9960MNW,Крушопек,Macedonia
I9QDCYHI,Kachia,Nigeria
5TYDE7KO,Kamifukuoka,Japan
GCW0YRTQ,Sukoreno,Indonesia
SFDIXKX3,Skhodnitsa,Ukraine
0OJ5N7J1,Zhongshan Donglu,China
WVQAEQAN,Shijiazhuang,China
ZOI8U1CR,Candoni,Philippines
UGHJNVQ8,Vallenar,Chile
UNN2IJR7,Tonj,South Sudan
REA49HQT,Yanwo,China
UXY2BZ9X,Goianira,Brazil
2QAKV9RW,Kutum,Sudan
48LD1T2S,Ciherang,Indonesia
GEDPSGIV,Ermelo,South Africa
U5KE07C2,Wewoloe,Indonesia
8LVDIYPO,Olenyok,Russia
VI4HAB56,Garmo,China
WQWDS7UM,Peseng,Indonesia
TNL97HVY,Dalongdong,China
VHBOUFBY,Saint John,Canada
VPRY3AL3,Bansko,Bulgaria
MCAKE8DS,Gantang,China
1TZNR3EL,Polýkastro,Greece
6OG85YFC,General Pinedo,Argentina
U4CNOC65,Bolesławiec,Poland
1IT81JQL,Ban Huai Thalaeng,Thailand
VJDRH41G,Bonoua,Ivory Coast
QLV6ZA1C,Diamante,Argentina
WJ6JM9YU,Tapakrejo,Indonesia
VHDBNVBY,Tuguanpu,China
RXV9LUDD,Kihniö,Finland
TBEPMP85,Kisovec,Slovenia
37RPP7BF,Ängelholm,Sweden
EK40EISW,Huai Yot,Thailand
3I4ED0C4,Sukhirin,Thailand
UG8Q0S9V,Pohang,South Korea
P9BA01OY,Zhirnovsk,Russia
S2QYEC6B,Mangaldan,Philippines
NPUAX5W1,Cinangsih Satu,Indonesia
GUUA3J31,Kävlinge,Sweden
C3JLEU5O,Tomobe,Japan
TLN21GLP,Wałcz,Poland
P1JNTQJI,Laguna Limpia,Argentina
D1XJ3FRA,Qaţanah,Palestinian Territory
ZXN9Q1WZ,Gongchang Zhen,China
0AETQ88B,Banjar Brahmanabukit,Indonesia
7WCKKCB3,Ketanggungan,Indonesia
GI544QLQ,Tangkou,China
53LCWJI4,Fada N'gourma,Burkina Faso
PQBPJVZ9,Baro Kunda,Gambia
CFPJEQ2J,Sedati,Indonesia
E6YR6OMA,Księżpol,Poland
JBH5YSNH,Clisson,France
GUSM1E2P,Velká Bíteš,Czech Republic
XI65NB3I,Dongshe,China
NW4UUDTO,Guarapari,Brazil
QWEJQBGV,Montauban,France
039YJFD4,Lapid,Israel
ZI9ZN9TJ,Tangjia,China
C2JXH30K,Lužani,Croatia
X4XHOZ8N,Dabbūrīya,Israel
8PFOO250,Annonay,France
M969SG6I,Silab,Philippines
PRB77NFB,Shangcheng Chengguanzhen,China
SJKLR9TV,Pop,Uzbekistan
PAKRD8IY,Litvínov,Czech Republic
9OK1TQAC,Longquan,China
MB39BRZT,Askeaton,Ireland
LDRQ95EA,Majdal Banī Fāḑil,Palestinian Territory
KZCRDMBR,Obispos,Venezuela
NHUGGRBD,Trinity Ville,Jamaica
Q7MLPO73,Pampamarca,Peru
ZCD33HWW,Oltintopkan,Tajikistan
LD7YUI5D,Criação Velha,Portugal
ERMRJ1U5,Beishan,China
MGICMHSU,Calanogas,Philippines
XQI7O4UL,Zhendu,China
JSL66KIF,Porto Calvo,Brazil
EFNHXLY2,Saint-Maurice,France
D0ZLHIMP,Babiak,Poland
OH9ZWD9Y,Dawung,Indonesia
D579VTFU,Margara,Armenia
9RDM8WD5,Paraparaumu,New Zealand
5ELPBDBA,Santo Domingo,Philippines
56JJ5TL5,Düsseldorf,Germany
DXBLUP5E,Shāzand,Iran
BKXJRLXZ,Tangcun,China
Y3I6HMX0,Rayevskiy,Russia
3QSWRFLV,Pervomaysk,Russia
YDHONSYS,Sundre,Canada
7UA1DSXN,Pervomays’k,Ukraine
NYUZ3NDA,Pryluky,Ukraine
4EIQ3KXJ,Imtarfa,Malta
8G3KPMOU,Santa Teresa,Nicaragua
HYAP6K29,Eguia,Philippines
BO6IE0K3,Newcastle,Saint Kitts and Nevis
1Z333EIA,Saint-Brieuc,France
S2MON2MD,Rokytnice nad Jizerou,Czech Republic
PQLMG4D7,Piraí do Sul,Brazil
T2BQUG2T,Sambuluan,Philippines
O4FHC9PS,Talaibon,Philippines
8FJVMRX9,Zeguo,China
PV3PAHO7,Long Beach,United States
KTJSE62J,Bagong Barrio,Philippines
T9UCB8AX,Pilawa,Poland
4USBDL5L,Bardo,Poland
38J1GAFM,Papetoai,French Polynesia
SOCMQFT9,Lincheng,China
OBOPMUD5,Sal’sk,Russia
NP3W1SZ4,Soacha,Colombia
FG2RRJAA,Banjarwaru,Indonesia
T4ZKQNDK,Sumberrejo,Indonesia
KSVM9T42,Aūa,American Samoa
DUU9QWDD,Querobamba,Peru
DPD02MTW,Wakayama-shi,Japan
MMYUKCJ6,Krueng Luak,Indonesia
1GGARQGV,Depok,Indonesia
W6IY4CDH,Staraya Toropa,Russia
Y28EQVIF,Yao,Japan
I3LJH0AI,Kaolinovo,Bulgaria
B52C4F8W,Mozelos,Portugal
IM865TWC,Kunwi,South Korea
306XP64R,Isahaya,Japan
AYK0MZ49,Niort,France
SJ3F9AFJ,Killam,Canada
686JKL78,Bharatpur,Nepal
3XCY3V3D,Gomel,Belarus
KH7C29DP,Panalanoy,Philippines
8260HNXE,Jiangbei,China
DWGUB2AR,Regimin,Poland
LZL4HMLF,Nagbacalan,Philippines
CO5AP8CF,Zinder,Niger
XZXVIHTY,Kesha,China
2QITLJFN,Vila Boa do Bispo,Portugal
JTCEGWJ5,Mauloo,Indonesia
151JAIRE,Lasusua,Indonesia
GIPRIPJ7,El Arenal,Mexico
3MHZ0MXZ,Portela,Portugal
HHT8IJMQ,Klevan’,Ukraine
0T0Q6IQ8,Krzyżanów,Poland
DNK56CK3,Zhenzhushan,China
YU9XF5NU,Gudurica,Serbia
EQXMRBU2,Welchman Hall,Barbados
CFALKDY2,Zhouxi,China
3W8MLN8H,Qingshan,China
6GYYL4HZ,Kotes,Indonesia
EN6AV1H2,Puerto Colombia,Colombia
IMK4VW0H,Las Palomas,Paraguay
UTDU7P4R,Kuangyuan,China
Q3WJDD0G,Sumberpinang Satu,Indonesia
XH62A6UP,Cerenti,Indonesia
TH0Y4YB6,Lengshui,China
VWT41YXC,Looc,Philippines
LO2QGNA9,Kalapagenep,Indonesia
LXY5BJ61,Shilipu,China
TI5YYX0L,Liberia,Costa Rica
TUXIJOUN,Rostokino,Russia
PO2LXAPO,Kuiyong,China
JS6LOF1R,Puerto Maldonado,Peru
V3E9V1HG,Lianghekou,China
84OWYOWA,Sutton,United Kingdom
SW98L3L2,Niimi,Japan
GXT0S01S,Bunia,Democratic Republic of the Congo
RZ6ZFGME,Tubalan,Philippines
9DHGK73M,Jedung,Indonesia
SP32P16M,Głowno,Poland
61UJVX33,Olivia,Mauritius
XL5XNQ1R,Fier-Çifçi,Albania
5N26AO8J,Sundsvall,Sweden
I12YDIJI,Oporapa,Colombia
Z97ZLW42,Wilga,Poland
B8GU6TRS,Shreveport,United States
2WWK4Z1D,Pisan,Indonesia
MORWQX63,Nanjie,China
72S7ZN0H,Vaiusu,Samoa
2OFXA0M4,As Salţ,Jordan
DUEACW9M,Popovo,Russia
ICUYOQ1K,Mama,Russia
7UL48QOD,Rates,Portugal
MWGTBLWZ,Krajan Dukuhseti,Indonesia
EL17NM7Z,Yangjiao,China
P72O854C,Janeng,Botswana
EBB8B293,Tourcoing,France
JJEQEWOE,Ernestinovo,Croatia
BVB08HV1,Melekeok Village,Palau
2WV2JKV5,Songshan,China
48G6SJ0V,Alvaro Obregon,Mexico
OG56C8GH,Cimalati,Indonesia
CA7RKPMA,Caicara,Venezuela
O2TESY0V,Majie,China
RCCF1Z69,Komono,Japan
72DQGCKB,Doksy,Czech Republic
UHR3W278,Strömsund,Sweden
AWFWDIZY,Lac-Mégantic,Canada
SXF8UAS1,Kangani,Comoros
UNY5H33R,Gorē,Ethiopia
TOAE4LVO,Lages,Brazil
LPMUFGMA,Rafaḩ,Egypt
18BCBMCI,Luchenza,Malawi
1RMMDT0N,Negombo,Sri Lanka
9J43RVU3,Uthai Thani,Thailand
WQ7N8PN1,Antipolo,Philippines
SYCS4XMW,Donnycarney,Ireland
N9SNE170,Jatirejo,Indonesia
RSFLMS7A,Plakhtiyivka,Ukraine
M7VACMWS,San Luis,Honduras
99PTYW9T,Poshnje,Albania
LL47A369,Burgersdorp,South Africa
AQ46GLJZ,Kolobovo,Russia
ZH8X5957,Bascaron,Philippines
ZFJT5OPN,Pessac,France
NJORS1Q2,Pardesiyya,Israel
V01X9AE1,Qingshuihe,China
1WUNTYYZ,Jingyang,China
UNZJK15N,Emmaboda,Sweden
O46BR6SQ,Parigi,Indonesia
VH2WA20Y,Jinshan,China
9LDSTRUC,Volokolamsk,Russia
L3FFYW2G,Las Americas,Mexico
ZDGX5NF8,São Miguel do Rio Torto,Portugal
D3YXKXN5,Chanuman,Thailand
JZYLNVAF,Vinhedo,Brazil
ZB1O4093,Nantes,France
U5GGBCOG,Markópoulo,Greece
N4W8ZFFD,Wadeng,Indonesia
VNFHG2DI,Manzanillo,Cuba
AB55A6X1,Shanghu,China
8RC58VY2,Tongtuan,China
D594UJ4C,Lingda,China
1SLKBF02,Tô Hạp,Vietnam
E1WYKVFO,Emin,China
78540RY2,Baoping,China
8463TAUR,Praia Grande,Brazil
4M7FJS1T,Chiquinquirá,Colombia
WFCTKE6Z,Chillán,Chile
SCH1J6DA,Ruoqiang,China
12KQBFSF,Huayuanli,China
37D7XXB2,Korsakovo,Russia
CB1ZME9M,Kotel’va,Ukraine
Y927IVZ5,Tétouan,Morocco
TCP16DCA,El Capulin,Mexico
N3GTZ0IQ,Potou,China
RZGNRPI8,Kliteh,Indonesia
59GEEJGX,Blois,France
JXFNVAXH,Gostovići,Bosnia and Herzegovina
6OLXQITB,Punaauia,French Polynesia
EHX18TH6,Ban Na Muang,Thailand
F1LC5HY0,Priiskovyy,Russia
JKOCDU3F,Campok,Indonesia
I8550XMA,Gagah,Indonesia
71EWTV80,Asbest,Russia
63NTW6U0,Dusun Desa Bunter,Indonesia
D5RT7JNH,Avignon,France
GFHHPPOZ,Sucun,China
U1GEUU73,Toong,Philippines
3VAP2Z4A,Libouchec,Czech Republic
UDTAPHWD,Itapetininga,Brazil
M0EYZ6CY,Mo I Rana,Norway
ESH29E66,Fort Portal,Uganda
ZZ9C15QW,Avranches,France
F7EQQW5D,Verrettes,Haiti
WCICMM8Y,Koson Shahri,Uzbekistan
3VWJKGG5,San Mariano,Philippines
50J7S1Q4,Rostock,Germany
VWEMV0NU,Ābyek,Iran
E7GA2K4Q,Arras,France
YQXZO9NR,Langnga,Indonesia
LRBFZFXS,Saint-Quentin-en-Yvelines,France
R3SIXEE2,Zouparria do Monte,Portugal
T93FPOLR,Florianópolis,Brazil
JFDJ76FL,Lieqiao,China
G5BTD4NB,Āshtīān,Iran
4CJK9NOX,Vanadzor,Armenia
H7LGEGXF,Ringinrejo,Indonesia
V0ICUP1K,Balung,Indonesia
8M5ZNSMY,Majan,Indonesia
OY8YAK62,Kugesi,Russia
J88P6LDZ,Malec,Poland
GEKWVPYC,Philadelphia,United States
6X5AEFP0,Phan Thong,Thailand
1Q90ZEOL,New York City,United States
1PM0CVHC,Corgo,Portugal
AT5GAQWB,Priboj,Serbia
ANATQYAP,Mafraq,Jordan
15OY3DEU,Chanhe,China
JZPG7QQ8,Kaiama,Nigeria
ARNDT5M4,Napoli,Italy
PMSBDVRW,Tomaševac,Serbia
MTX5DAWS,Kenscoff,Haiti
RABV5MDS,Manggu,Indonesia
4KQIKKRO,Mabayo,Philippines
X04FHM5R,Hejiaping,China
N81JQKG5,Stari Bar,Montenegro
QPQROZMZ,Saseel,Indonesia
1GDMSZQ6,Jilma,Tunisia
UPQA21MQ,Qinā,Egypt
MJY7S9Q6,Pavlovka,Russia
Y14O18D9,Bizana,South Africa
LNFMBNHQ,Petiga,Indonesia
MXD52WSA,Tumxuk,China
8A5QXKEV,Riihimäki,Finland
6DLJX97N,Barreiro do Jaíba,Brazil
B4ZIAANQ,Biała Piska,Poland
AO7XPIS3,Kirovohrad,Ukraine
6OB7FCOF,Wonocolo,Indonesia
IBQWHGU2,Yongning,China
EJFXJV3S,Carbajales,Honduras
CGBXSTA9,Huyuan,China
LYXHI092,Na Thawi,Thailand
AD5YNOX7,Zargarān,Afghanistan
KFCWVLJ5,Buyuan,Philippines
RXX3LEJE,Ruilin,China
BZC3EV7W,Tongqing,China
R3YQYBTW,Nobres,Brazil
C7WLCWCL,Banana Village,Kiribati
7KBTJJ5X,Sheki,Azerbaijan
ZBEYVV0Q,Yumbel,Chile
60742SIZ,Lubomierz,Poland
2A64E3RX,Zhangjiawo,China
2OBS76QY,Kireyevsk,Russia
ZFPQR7SH,Honglai,China
6WBJAJJZ,Al Muwayh,Saudi Arabia
ELT1Z9G4,Kaduluhur,Indonesia
H9KYIL5Z,Ilioúpoli,Greece
YDZR5K3A,Penitik,Indonesia
6O6DOTZZ,Mehrābpur,Pakistan
0031YQNG,Seixal,Portugal
P9PP9DZ8,Líbano,Colombia
AYEW1D59,Shangdu,China
EM9EWDJW,Phú Khương,Vietnam
KJ6BIMDX,Banbalah,Tunisia
PPR01FVT,Klampis,Indonesia
OMIPVUGV,Tinambacan,Philippines
F8SFY0R2,Farkhor,Tajikistan
EWTDH373,Hartswater,South Africa
D1M1HJOW,Kerbuyan,Indonesia
4C2RFPYR,Xidajie,China
DC1VO4CX,Shchëkino,Russia
Q86E54HW,Privlaka,Croatia
2K5FSRE5,Oliveirinha,Portugal
BQJWA6PG,Marseille,France
KZ1U9GQB,Werota,Ethiopia
0NXKKBE2,Chegutu,Zimbabwe
JWY46IR0,Mekarjaya Satu,Indonesia
6MUCTD43,Trinity,Saint Kitts and Nevis
SHM986KQ,Is,Russia
P0GPBM2D,Lhabupu,China
4X4KT10D,Napalitan,Philippines
B3JOXYVE,Ventersburg,South Africa
PPVKTMQY,Nidri,Greece
09G5XBIW,Kassiri,Sierra Leone
9WLHWQPI,Glatik,Indonesia
VALWY63M,Moca,Dominican Republic
505TJSIN,Jingzhuang,China
TTCN4UX2,Kropachëvo,Russia
5SHQJ4Z0,Baytīn,Palestinian Territory
H8S5FN5O,Katori-shi,Japan
P1D8UBA1,Ganyi,China
96UWKJW9,Türkmenbaşy,Turkmenistan
3KLWFWV5,Portariá,Greece
JO9WFGRA,Sanhu,China
MDR727JU,Yinghua,China
2I7NKDCQ,Moravský Krumlov,Czech Republic
693LI1J0,Jiasi,China
VSJ7ASY7,União da Vitória,Brazil
TF7GH94X,Maluanluan,Philippines
EXOLL7DA,Petrich,Bulgaria
JRHFO6BT,Halmstad,Sweden
45NUQQMW,Pétionville,Haiti
XD95EZGP,La Reforma,Guatemala
8EHLP0MY,Witihama,Indonesia
8GZMWVL5,Ash Shuqayrah,Yemen
VSLD3Q71,Rivas,Nicaragua
M5EOKKZ5,‘Izbat al Burj,Egypt
FHWQS0A9,Qinghaihu,China
5EXNC5EP,Nanshi,China
ANFUZ65H,Shatou,China
OW9MSNAE,Pršovce,Macedonia
FT5A541J,Emiliano Zapata,Mexico
G9TK1JQ7,Chupa,Russia
367DMRJM,Boavista,Portugal
MP1DCGR1,L'Épiphanie,Canada
J0A7ARV5,Pata,Philippines
V6H83II4,Maticmatic,Philippines
WRNHF6OL,Arauca,Colombia
Q52HD3QO,Yeniköy,Turkey
VPS36USA,Sauri,Nigeria
SAXQ1PK2,Abashiri,Japan
Y7KXAGK1,Shahrak,Afghanistan
GZFVE5BZ,Umabay,Philippines
MX6KACML,Sarkand,Kazakhstan
REK6NJW1,Sapernoye,Russia
M7W6KW36,Pinheiro Machado,Brazil
KAXP1QYB,Maranura,Peru
KP2T93RB,Tarhuna,Libya
71R8695P,Yongchang,China
2BN2VW2W,Kavajë,Albania
76WCV1HR,Velká Dobrá,Czech Republic
GJNFHNRD,Zelenchukskaya,Russia
O4SE0P1L,Baler Baleagung,Indonesia
QOKC7K5D,Zambujal,Portugal
8RTCFA96,Kalianyar Selatan,Indonesia
SU3S9Z1F,Benito Juarez,Mexico
6GO6VI8B,Lapuan,Philippines
SK7J34HP,Dinan,France
FOOHZK44,Berezivka,Ukraine
8DNGE622,Beranci,Macedonia
5WU92LRU,Lincoln,United States
0ZYTGWR3,Centurion,South Africa
EE6XZJ6G,Maracaçumé,Brazil
NEORUUW5,El Cantón,Venezuela
QDFWJTYJ,Aghavnatun,Armenia
FKYG57JL,Pirojpur,Bangladesh
0G0WEX8G,Zaječov,Czech Republic
J4FAJG76,Santiago de Cuba,Cuba
WIZU7T90,Savigny-le-Temple,France
R1X3RWHP,Kruševo,Croatia
2ISS2VQC,Biscoitos,Portugal
3E6XE2MN,Nyeri,Kenya
BL91IH8B,Donduşeni,Moldova
0J3WMDLW,Sritanjung,Indonesia
31OKWIL0,Nowe Brzesko,Poland
C71MHN7R,Chaowai,China
I7AKHK6F,Kuala Terengganu,Malaysia
CWUTTC6G,Pader Palwo,Uganda
24YVSPDC,Villa Mercedes,Argentina
H5JDOZEA,Gozdnica,Poland
XU4QR63P,Concórdia,Brazil
MEW23GSR,Yejia,China
ESY2IW8M,Kogon,Uzbekistan
OOK78O9T,Huaribamba,Peru
W1B28ZB3,Al Jawādīyah,Syria
V8F1ZXCB,Bang Phae,Thailand
AVY10K4J,Pasirputih,Indonesia
GAIGGMZ1,Kilcullen,Ireland
TKHEK358,Pobé,Benin
HKZMQTF1,Watublapi,Indonesia
V9ZPWNHD,Ensanche Luperón,Dominican Republic
8PNZ0Z1Q,Yangfang,China
IE21CR1K,Colonias Unidas,Argentina
40XNPPK0,Los Fresnos,Mexico
1HLDTTD3,Gaozhou,China
TB6PMZJO,Novoderevyankovskaya,Russia
OL661AAC,Capalayan,Philippines
UKBUT21N,Piteå,Sweden
4ZNHGNHR,Seixas do Douro,Portugal
MV33EUWP,Shijiao,China
1HO8QRUM,Lingquan,China
BE003YEY,Pasongsongan,Indonesia
5RS6HLLZ,Daliuhao,China
W0MGXUDO,Fresno,United States
91CQ3O1Y,Hexi,China
Q55YIKD9,Kurjan,Albania
RJJZZY6W,Huangbao,China
92YQB2DC,Sarkanjut,Indonesia
4AKEVJ0X,Papágou,Greece
BK782TL9,Kazuno,Japan
W84C6OPO,Lomma,Sweden
TE3SX1GM,Memória,Portugal
8YFMOK7T,Moshiyi,China
QZ9JOVZZ,Bayaguana,Dominican Republic
8POH7PTF,Taling Chan,Thailand
CH2I4DXY,Gornja Koprivna,Bosnia and Herzegovina
4NO6IFLB,Stare Miasto,Poland
Z0LZ9VWE,Vale de Santarém,Portugal
MA69MJNC,Aasiaat,Greenland
GGXNA54G,Saribudolok,Indonesia
60HECYB8,Njeru,Uganda
2YT9TLHR,Jiangtian,China
MNR2VKZU,Liufeng,China
63HRNEUG,Cabaiguán,Cuba
200C4224,Kitob,Uzbekistan
V8MENH4H,Weishui,China
PQ3W2WM3,Popasna,Ukraine
72ASZ7KW,Vallentuna,Sweden
24INW0PJ,Benešov nad Ploučnicí,Czech Republic
L6205YE2,Petropavlivka,Ukraine
ZZX07HTA,Al Ḩawāmidīyah,Egypt
NH4V6VVC,Alcantara,Philippines
T0JAQDLZ,Fontem,Cameroon
EVHHNIOW,Mangochi,Malawi
KDI4J8R4,Jorong Lauk,Indonesia
D12QB6TH,Jiujiang,China
SQG2JKQY,Jieguanting,China
LVDR6SVJ,Fengsheng,China
M2GDAYWF,Jianshan,China
N4PJCYBA,Yingta,China
YODU3GD0,Omsukchan,Russia
E0QCGOYH,Schenectady,United States
HA50O6PG,Górki Wielkie,Poland
4W4A47PE,Ni’ao,China
GNLL6AAY,Yaodian,China
NEKX30UM,Makati City,Philippines
Q2Q9HWAI,Dedza,Malawi
GE6SU5DW,Busdi,Philippines
DI5W6461,Zaymishche,Russia
TKD1DGZK,Nanbao,China
3Q9TX9YT,Stylída,Greece
VOFR5EBC,Skarżysko-Kamienna,Poland
FSUYA5OG,Fort Lauderdale,United States
8N7RGHB9,Harper,Liberia
BH1DDHRT,Boguchar,Russia
E1MNQATH,Agudos,Brazil
6DXJFSW8,Quintas,Portugal
1ZY9KRH9,Khong Chai,Thailand
ECXR6LHC,Nice,France
7WOYHKXS,Malabang,Philippines
D6CDP53E,Misasi,Tanzania
ZNOUXZCJ,Clorinda,Argentina
CSJ17NVX,Heze,China
ZA8E38I6,Wates,Indonesia
PVSYZ9AS,Hane,Indonesia
2SA122JL,Oumé,Ivory Coast
AP4XC447,Xiachengzi,China
4YM7K6MA,Torre,Portugal
IAKJN0RH,Wysokie Mazowieckie,Poland
KGR043CE,Malinaw,Philippines
KJFMTT61,Cibodas,Indonesia
T0XDFY2A,Ōmagari,Japan
YSFIZLZK,Zavitinsk,Russia
VWAYE78R,Sâmraông,Cambodia
OLT58UV0,Pomerode,Brazil
PYX9ZA77,Maomiaoji,China
YJXW2LS4,Norberg,Sweden
XO6UHGZO,Aragarças,Brazil
LKC5CLX7,Tongshan,China
XZ43XLZY,Kocēni,Latvia
CC8ELAFA,Banjar Gunungpande,Indonesia
7KKVKE9Y,Cete,Portugal
00RUGG25,Boncis,Indonesia
5YAKQ0A7,Eslāmābād,Iran
7J9ZSAL0,Thị Trấn Quảng Uyên,Vietnam
WALD186T,Bogorame,Indonesia
54K7T1FI,Stará Huť,Czech Republic
TQJNCSZ7,Augusto Corrêa,Brazil
Q1AEF5MQ,Pagersari,Indonesia
092V06XZ,Liufu,China
DECWFQ93,Rio de Moinhos,Portugal
NTY9HIKD,Wanga,Indonesia
9Z8T562S,Magnitka,Russia
JAEBWT5O,Wudabao,China
B3XWKUNI,Mỹ Xuyên,Vietnam
3ULJFC6Z,Maba,China
R28O7SIZ,Pakenjeng,Indonesia
L795DCSJ,Cennan,China
WTF0AURF,Zhangaqorghan,Kazakhstan
7BY0KJON,Edineţ,Moldova
YIWBM7UX,Seroa,Portugal
U1I909OS,Viana,Brazil
4XUNH249,Malabag,Philippines
VJDDVWPQ,Kedungbanteng Krajan,Indonesia
4C74CG42,Jingdang,China
HKBAPXIC,Shāhpur,Pakistan
QSZ2LXMW,Xiangying,China
LKH07ATE,Shouzhan,China
VCB3J5I3,Chumphon Buri,Thailand
O8OPCUQZ,São João dos Inhamuns,Brazil
NFOBUJMK,Cortiços,Portugal
WVGBM0H0,Mompach,Luxembourg
FQLGEMJZ,Huoche Xizhan,China
GCR4R1L7,Gushan,China
VRJP6ENN,Loukhi,Russia
98SZH7ME,Tres Isletas,Argentina
LZJPI2CL,Néa Vrasná,Greece
BCKQ4ECD,Qazax,Azerbaijan
MTO334B0,Utena,Lithuania
BIKS6T5B,Kurba,Russia
LUVB22YC,San Francisco de Coray,Honduras
GO3D6IWO,Hengfeng,China
R0H8Q7FI,Tuen Mun,Hong Kong
MIMOYP8Y,Nawal,Nepal
W2C2C3OX,Aga,Philippines
KXI8WKF9,Louveira,Brazil
